epoch,fold1_run1,fold2_run1,fold3_run1,fold4_run1,fold5_run1,fold6_run1,fold7_run1
68,,0.05423177406191826,0.033725760877132416,0.030206691473722458,0.03860503435134888,,0.02837665006518364
69,,0.05289505422115326,0.033734943717718124,0.031388040632009506,0.038588039577007294,,0.02864510379731655
70,,0.0535125806927681,0.03339434042572975,0.030304213985800743,,,0.029016628861427307
71,,0.05344776436686516,0.03335248678922653,0.03023439459502697,,,0.028318680822849274
72,,0.05320296436548233,0.03329009935259819,0.030368555337190628,,,0.02834959514439106
73,,0.05273429676890373,0.03330540284514427,0.030876565724611282,,,0.028472937643527985
74,,0.0526660718023777,0.03339504078030586,0.030102944001555443,,,0.028841396793723106
75,,0.05269662290811539,0.03402027487754822,,,,0.027342012152075768
76,,0.05229949951171875,0.03311824053525925,,,,0.027791611850261688
77,,0.05250277742743492,0.03320442512631416,,,,0.026852523908019066
78,,0.053107861429452896,0.033143240958452225,,,,0.027222195640206337
79,,0.05250798910856247,0.03311300650238991,,,,0.02698638290166855
80,,0.05234026908874512,0.03307479992508888,,,,0.027371427044272423
81,,0.052374400198459625,0.03310682624578476,,,,0.026326216757297516
82,,0.052288200706243515,,,,,0.02612030692398548
83,,0.052331503480672836,,,,,0.026142923161387444
84,,0.052840836346149445,,,,,0.026295386254787445
85,,0.05256158486008644,,,,,
86,,0.052331458777189255,,,,,
87,,0.052261680364608765,,,,,
88,,0.05244160816073418,,,,,
89,,0.05227091163396835,,,,,
90,,0.05227010324597359,,,,,
91,,0.05232386291027069,,,,,
92,,0.0521828792989254,,,,,
93,,0.05214184522628784,,,,,
94,,0.052133724093437195,,,,,
95,,0.05253925174474716,,,,,
96,,0.05210639908909798,,,,,
97,,0.053014907985925674,,,,,
