hidden_dim,n_qubits,n_layers,n_params,test_acc,seconds,checkpoint_name,circuit_png
8,4,3,156,0.9599375650364204,2709.0,QLSTMces_MNIST_h8_q4_l3,circuits/QLSTMces_q4_l3.png
8,4,4,172,0.9521331945889698,3636.3,QLSTMces_MNIST_h8_q4_l4,circuits/QLSTMces_q4_l4.png
